Time,Sequence,world_x_gt,world_y_gt,world_z_gt,world_x_perception,world_y_perception,world_z_perception,world_x_kf,world_y_kf,world_z_kf,d_gt,v_x_kf,v_y_kf,v_z_kf,pitch_gt,yaw_gt,pitch_perception,yaw_perception,focal_length,focus_distance,aperture,dn,df,im_u,im_v_up,im_v_center,im_v_down,cost,Jp,Jim,JDoF,Jf,focal_length_d,dn_d,df_d,relative_roll,relative_pitch,relative_yaw,relative_roll_d,relative_pitch_d,relative_yaw_d,d_d,im_u_d,im_v_up_d,im_v_center_d,im_v_down_d
17632,0,1.97943,-9.84955,-0.887659,1.99494,-9.71833,-0.818749,1.99389,-9.71805,-0.817223,3.94496,-0.00069685,0.00286993,0.00528957,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,477.523,168.407,353.851,769.245,91.9952,16.8637,33.7116,1.69543,0,35,0.811776,6.81178,-7.51458e-06,0.0238473,3.14128,0,-0,-3.14159,-1,480,180,360,-1
18052,0,1.97943,-9.84955,-0.887659,1.98999,-9.71971,-0.821855,1.99228,-9.71985,-0.818631,3.94062,-0.00282173,0.000942105,0.00110425,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,476.835,169.357,354.907,770.539,86.2206,16.8637,28.4078,1.71337,0,35,0.809604,6.8096,-7.51458e-06,0.0238473,3.14128,0,-0,-3.14159,-1,480,180,360,-1
18442,0,1.97943,-9.84955,-0.887659,1.99277,-9.72111,-0.820939,1.99168,-9.72061,-0.820651,3.93855,-0.00133894,6.91666e-05,0.000918565,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,476.557,169.735,355.354,771.139,82.9709,16.8637,26.4251,1.72504,0,35,0.808196,6.8082,-7.51458e-06,0.0238473,3.14128,0,-0,-3.14159,-1,480,180,360,-1
18832,0,1.97943,-9.84955,-0.887659,1.99561,-9.7199,-0.826364,1.99485,-9.71956,-0.826188,3.93735,0.00126007,0.000678462,-0.00301919,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,477.702,168.5,354.226,770.253,93.5154,16.8637,33.1599,1.74351,0,35,0.805979,6.80598,-7.51458e-06,0.0238473,3.14128,0,-0,-3.14159,-1,480,180,360,-1
19232,2,1.97943,-9.84955,-0.887659,1.99838,-9.72093,-0.822993,1.99749,-9.72076,-0.823281,3.93675,0.0029359,-0.000263049,-0.000517929,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,478.657,170.22,355.926,771.906,284.23,16.8637,47.907,1.73996,12.5,40,0.806404,53.8064,-7.51458e-06,0.0238473,3.14128,0,-0,-3.14159,-1,480,180,360,-1
19632,2,1.97943,-9.84955,-0.887659,1.99304,-9.72144,-0.824419,1.99419,-9.72149,-0.824442,3.93631,-1.29062e-05,-0.000663264,-0.00115155,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,477.414,170.281,355.971,771.917,699.577,16.8637,47.3248,1.73727,50,45,0.806727,53.8067,-7.51458e-06,0.0238473,3.14128,0,-0,-3.14159,-1,480,180,360,-1
20032,2,1.97943,-9.84955,-0.887659,1.99308,-9.72207,-0.822953,1.99378,-9.7221,-0.823691,3.93548,-0.000348222,-0.000922826,-0.000349657,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,477.25,168.426,354.129,770.102,758.234,15.6416,67.168,1.73812,112.5,50,0.806624,53.8066,-6.97e-06,0.0221188,3.14128,0,-0,-3.14159,-1,480,180,360,-1
20432,2,1.97943,-9.84955,-0.887659,1.99581,-9.72285,-0.821968,1.99588,-9.72306,-0.822025,3.93535,0.00116065,-0.00129045,0.000880886,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,478.018,169.168,354.833,770.722,1205.27,15.5773,58.8105,1.7317,200,55,0.807396,53.8074,-6.94134e-06,0.0220278,3.14128,0,-0,-3.14159,-1,480,180,360,-1
20832,2,1.97943,-9.84955,-0.887659,1.99584,-9.72281,-0.82784,1.99608,-9.72308,-0.82709,3.93528,0.00101063,-0.000990612,-0.00270967,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,478.079,167.432,353.094,768.977,1747.38,15.5773,79.2275,1.73121,312.5,60,0.807453,53.8075,-6.94134e-06,0.0220278,3.14128,0,-0,-3.14159,-1,480,180,360,-1
21242,2,1.97943,-9.84955,-0.887659,1.99587,-9.72287,-0.828185,1.9953,-9.72308,-0.827986,3.93523,0.000278995,-0.00072879,-0.00265029,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,477.777,167.201,352.865,768.751,2461.93,15.5773,107.371,1.73146,450,65,0.807424,53.8074,-6.94134e-06,0.0220278,3.14128,0,-0,-3.14159,-1,480,180,360,-1
21632,2,1.97943,-9.84955,-0.887659,1.99591,-9.72295,-0.825746,1.99602,-9.72313,-0.825389,3.93523,0.000664824,-0.000532712,-0.000256174,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,478.033,168.239,353.903,769.791,3255.74,15.5773,69.3577,1.73156,612.5,70,0.807412,53.8074,-6.94134e-06,0.0220278,3.14128,0,-0,-3.14159,-1,480,180,360,-1
22032,2,1.97943,-9.84955,-0.887659,1.99324,-9.72295,-0.825915,1.99385,-9.72308,-0.826015,3.93522,-0.00111659,-0.000350922,-0.000559708,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,477.215,168.055,353.721,769.613,4193.07,15.5773,71.5532,1.73181,800,75,0.807382,53.8074,-6.94134e-06,0.0220278,3.14128,0,-0,-3.14159,-1,480,180,360,-1
22432,2,1.97943,-9.84955,-0.887659,1.99327,-9.72295,-0.826023,1.99296,-9.72303,-0.826147,3.93522,-0.00141437,-0.00023453,-0.000516033,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,476.872,168.041,353.709,769.607,5255.85,15.5773,71.7317,1.73226,1012.5,80,0.807328,53.8073,-6.94134e-06,0.0220278,3.14128,0,-0,-3.14159,-1,480,180,360,-1
22832,2,1.97943,-9.84955,-0.887659,1.996,-9.72301,-0.823405,1.99512,-9.72305,-0.824071,3.93522,0.000487495,-0.00018919,0.00108849,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,477.666,168.833,354.503,770.403,6452.34,15.5773,62.5133,1.7325,1250,85,0.807298,53.8073,-6.94134e-06,0.0220278,3.14128,0,-0,-3.14159,-1,480,180,360,-1
23232,2,1.97943,-9.84955,-0.887659,1.99603,-9.72295,-0.826152,1.99546,-9.72299,-0.826028,3.93522,0.000734437,-0.000101294,-0.00043957,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,477.78,168.122,353.792,769.694,7755.03,15.5773,70.7515,1.73265,1512.5,90,0.80728,53.8073,-6.94134e-06,0.0220278,3.14128,0,-0,-3.14159,-1,480,180,360,-1
23632,2,1.97943,-9.84955,-0.887659,1.99337,-9.72289,-0.828884,1.99342,-9.72292,-0.828371,3.93522,-0.000761964,-3.3867e-05,-0.00194917,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,477.008,167.262,352.933,768.837,9212.69,15.5773,106.121,1.73273,1800,95,0.807271,53.8073,-6.94134e-06,0.0220278,3.14128,0,-0,-3.14159,-1,480,180,360,-1
24032,2,1.97943,-9.84955,-0.887659,1.9934,-9.72295,-0.826218,1.99322,-9.72296,-0.826519,3.93522,-0.000678383,-4.71579e-05,-0.000212006,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,476.922,167.958,353.63,769.534,10755.8,15.5773,72.7303,1.73278,2112.5,100,0.807265,53.8073,-6.94134e-06,0.0220278,3.14128,0,-0,-3.14159,-1,480,180,360,-1
24432,2,1.97943,-9.84955,-0.887659,1.99343,-9.72295,-0.826235,1.99328,-9.72296,-0.826261,3.93522,-0.000440502,-3.4225e-05,1.62856e-05,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,476.935,168.059,353.73,769.635,12445.5,15.5773,71.5197,1.73282,2450,105,0.80726,53.8073,-6.94134e-06,0.0220278,3.14128,0,-0,-3.14159,-1,480,180,360,-1
